time_utc,latitude,longitude,wind_sfc_speed_ms,wind_sfc_dir_deg,wind_500_speed_ms,wind_500_dir_deg,temp_2m_C,temp_500_C,rh_2m_pct,pressure_sfc_hPa,precipitable_water_mm,cloud_cover_frac,cloud_top_temp_C,CAPE_Jkg,Lifted_Index_C,K_index,shear_850_500_ms,thunder_label
2019-09-11 10:00:00,27.701602924515214,-82.84679205915486,9.14,83.8,23.62,39.6,12.9,-4.43,76.2,1001.2,25.67,0.357,13.85,104.6,-1.52,15.52,11.35,0
2019-09-26 04:00:00,28.03550819702204,-94.67533010964397,2.99,95.0,25.98,174.2,21.05,-19.64,95.8,1006.9,23.53,0.637,-45.56,1074.9,-11.2,25.68,13.32,1
2019-10-10 02:00:00,42.79153236660984,-89.7094612683552,1.37,314.7,13.71,38.0,18.5,-9.12,22.8,1022.0,47.85,0.303,8.16,260.2,5.66,12.66,11.25,1
2019-05-27 22:00:00,43.87856566952915,-97.86229409021878,3.27,41.2,24.66,180.1,5.55,-16.74,83.5,1010.1,16.93,0.321,-6.19,117.1,-2.85,14.67,10.87,1
2019-08-29 08:00:00,40.316580784698196,-86.79762194007652,12.14,216.5,24.61,295.3,10.81,-3.23,11.3,1020.0,33.54,0.226,-17.34,24.7,-1.38,7.27,18.27,1
2019-08-10 11:00:00,25.108098473453396,-83.27841449666323,2.99,144.5,11.03,359.1,25.06,-23.48,31.5,1014.8,40.62,0.249,-23.52,498.0,-3.02,25.07,0.48,0
2019-05-26 00:00:00,25.026925419131274,-85.63105437395168,7.1,68.7,16.8,71.3,24.57,-9.76,54.5,999.2,37.99,0.28,-11.6,395.0,-1.83,18.99,7.79,1
2019-08-07 11:00:00,32.562015395749015,-89.53482974122686,8.53,162.7,16.26,74.8,15.87,-23.27,59.5,1028.7,38.79,0.504,-26.75,580.9,1.28,20.44,9.08,1
2019-07-25 21:00:00,27.867907400217852,-99.09768242797081,3.18,338.6,27.46,291.9,16.09,-24.07,98.1,1000.9,24.13,0.43,-22.81,1011.8,-2.87,18.7,12.36,1
2019-05-11 01:00:00,25.367722843031945,-81.33117985658284,3.18,281.4,25.86,168.9,12.07,-19.56,61.2,1007.1,30.17,0.526,-0.58,406.4,3.77,13.49,13.11,0
2019-07-25 01:00:00,34.281333788090095,-85.89020902842731,6.54,47.6,24.58,329.7,26.93,-36.02,59.1,1008.3,17.94,0.116,-11.35,1295.8,-7.55,31.07,3.74,1
2019-08-26 16:00:00,43.86123794813943,-85.08271523269335,6.68,305.8,15.51,276.8,14.33,-5.13,64.7,1021.0,32.1,0.409,-17.95,10.4,-0.62,15.43,0.8,0
2019-08-17 20:00:00,31.476391498048628,-84.10638848978385,10.04,337.5,30.93,265.1,16.01,-23.73,88.5,1006.8,11.84,0.243,-9.76,887.1,-10.57,24.33,15.77,1
2019-06-26 19:00:00,38.222813568573926,-85.04513148144778,3.69,99.7,21.45,36.7,27.11,-19.61,42.1,1004.3,15.43,0.371,-19.97,617.2,-3.81,20.32,8.31,1
2019-07-01 14:00:00,38.04470706264881,-91.17767671803333,4.87,120.0,23.96,12.9,26.97,-24.67,19.0,1021.5,49.6,0.343,1.11,365.6,-3.86,17.93,12.12,1
2019-08-15 12:00:00,30.021602073303356,-85.32756341424107,14.52,45.5,33.85,114.0,18.74,-5.5,62.4,1010.2,36.39,0.521,-15.5,155.2,-1.52,15.19,15.28,0
2019-06-02 07:00:00,38.00850497647728,-87.49946424379343,0.62,124.2,25.3,78.2,20.09,-12.33,62.1,1019.4,6.27,0.418,-14.83,394.3,-3.51,18.52,13.69,0
2019-10-15 06:00:00,29.246679485737825,-82.91967332662426,0.01,242.3,19.04,256.4,23.3,-9.49,55.5,1037.1,29.31,0.393,-10.47,389.1,-1.01,15.97,6.8,1
2019-05-02 10:00:00,27.44014827153778,-83.9508036932526,1.85,98.0,16.02,162.3,17.13,-13.3,100.0,1008.6,13.08,0.191,-13.77,542.1,0.15,20.78,5.22,0
2019-09-09 08:00:00,39.027665711193805,-99.1725123506548,9.3,2.5,6.13,188.3,19.3,-13.32,81.2,1017.4,33.28,0.629,-42.08,552.8,-7.08,17.02,3.49,1
2019-07-21 11:00:00,27.268816342078335,-92.4222581933479,4.69,121.9,7.47,292.9,18.63,-11.68,12.4,1000.8,29.6,0.457,6.78,133.8,1.26,11.42,8.67,1
2019-07-06 01:00:00,44.9381843717871,-99.3056769563221,4.68,163.1,26.85,172.3,24.81,-5.51,47.4,1007.2,27.51,0.377,-8.99,274.8,5.03,16.52,18.44,0
2019-10-12 07:00:00,28.669048023004585,-97.95850150467804,3.1,203.9,4.19,196.2,29.92,-26.47,72.4,1016.0,17.33,0.067,9.02,1410.9,-12.0,27.6,23.78,1
2019-09-06 01:00:00,36.88283725512915,-87.97178555992778,8.76,246.2,28.09,303.2,28.02,-20.71,70.5,1027.3,42.48,0.429,-4.29,1031.2,-4.29,28.17,21.11,1
2019-06-12 13:00:00,33.22749142825179,-82.52356357675492,1.9,22.2,26.43,155.3,27.11,-25.51,87.6,997.6,17.15,0.386,-9.58,1455.6,-12.0,29.36,19.43,1
2019-09-22 05:00:00,27.527728448113344,-97.60350482581465,4.26,169.1,13.08,29.9,12.33,-9.0,97.8,1016.8,27.83,0.324,0.35,99.0,-0.64,19.29,3.57,1
2019-08-17 21:00:00,25.55687815154827,-90.97821425066337,3.22,95.9,21.45,187.8,29.05,-10.59,70.1,1001.6,22.44,0.2,-8.21,738.5,-9.22,23.21,16.29,1
2019-10-08 03:00:00,37.454645645856665,-81.78242190387112,2.02,341.3,24.61,208.6,15.27,-7.82,75.3,1010.1,8.31,0.506,-9.06,146.2,0.73,17.16,4.83,0
2019-07-02 12:00:00,41.13515127578252,-83.71398032656825,4.57,129.6,20.74,184.2,7.53,-40.5,25.5,1007.3,20.94,0.367,-11.08,424.7,-0.16,12.98,10.47,1
2019-11-16 22:00:00,41.84031323013488,-89.6066420706814,5.82,36.0,29.85,92.9,14.06,-19.33,43.0,1005.4,4.64,0.468,-16.4,335.1,1.26,16.88,22.17,1
2019-05-07 17:00:00,34.65426946153869,-84.56857121342338,3.67,14.9,8.86,80.5,19.36,-38.8,46.2,1014.8,31.96,0.805,-52.53,898.6,-9.92,23.45,15.44,1
2019-10-27 01:00:00,40.549109343647714,-89.54612451910926,5.2,95.5,24.03,133.1,5.74,4.51,24.5,1002.9,17.51,0.306,-25.96,40.9,-0.02,1.04,5.97,0
2019-07-22 13:00:00,38.456942669770896,-96.83815325434303,5.27,64.4,15.13,59.8,24.98,-13.73,79.0,980.5,20.86,0.322,-25.12,754.2,-6.87,22.43,0.26,1
2019-06-11 11:00:00,39.485090549982665,-97.50527773556642,5.6,233.9,6.1,239.8,25.83,-23.17,63.1,1008.6,32.57,0.338,-18.4,965.3,-10.83,21.43,4.43,1
2019-11-21 15:00:00,34.85198010443628,-96.2326353586586,2.84,304.9,10.72,221.3,17.32,-16.22,100.0,1004.9,17.73,0.397,-29.35,719.7,-8.29,21.5,6.48,1
2019-09-17 06:00:00,37.66823480484254,-92.98155810068641,2.67,112.5,15.8,227.7,11.84,-15.18,76.4,1008.5,1.0,0.661,-55.93,275.8,4.23,14.53,12.31,1
2019-11-06 15:00:00,41.110518271521144,-81.38941464651963,6.14,208.0,20.19,80.9,26.46,4.77,68.1,1004.9,29.26,0.572,-20.67,105.9,-0.89,24.45,2.21,1
2019-10-06 06:00:00,32.95768351114046,-84.00643172692797,1.57,262.9,12.79,88.8,13.54,-16.92,99.0,1017.9,16.82,0.305,-6.01,523.5,-4.0,21.49,4.92,1
2019-06-23 03:00:00,41.11957801735167,-91.34396877547366,5.36,143.5,15.95,283.5,8.66,-13.14,42.0,1018.7,21.01,0.905,-40.77,41.6,9.69,12.84,7.19,0
2019-06-12 08:00:00,36.84033685578126,-90.13846580424853,10.91,23.9,16.83,248.4,19.55,-20.93,14.5,1000.0,31.65,0.407,-17.38,190.2,5.08,14.36,1.7,0
2019-05-15 01:00:00,28.318020487415726,-94.68781084667171,5.88,82.5,12.96,315.1,20.19,6.09,83.5,1024.8,13.02,0.578,5.66,16.2,-0.75,16.63,1.29,1
2019-06-06 14:00:00,25.49368314449169,-85.91294087055739,0.52,317.9,15.47,145.3,22.19,0.72,70.4,1019.5,29.17,0.35,-15.34,58.8,0.59,21.6,0.91,0
2019-06-14 20:00:00,32.25507200798304,-83.94468657075925,6.54,296.8,24.58,197.0,25.38,-34.56,56.7,1008.3,25.55,0.382,-1.46,1306.3,-12.0,26.78,5.42,1
2019-11-20 15:00:00,35.9339265659268,-95.22190608664847,8.46,31.2,33.19,266.0,26.23,-6.46,48.0,1011.6,24.52,0.334,-16.1,386.2,0.5,23.39,26.24,1
2019-10-14 09:00:00,41.79640704406977,-99.16356752427069,3.61,80.6,21.67,350.7,11.15,-10.52,41.8,1022.4,21.9,0.563,-5.02,42.7,5.34,12.05,10.26,1
2019-11-19 11:00:00,27.549713602804925,-87.5222211367406,5.1,276.9,21.05,356.3,5.73,-22.76,59.8,1008.4,27.89,0.244,-8.59,368.8,-1.71,12.69,1.93,1
2019-05-16 19:00:00,41.00412695367159,-88.74975761729367,3.37,174.9,19.36,359.7,23.22,-24.93,65.2,1020.3,32.61,0.313,-14.25,955.7,-7.82,26.3,0.82,1
2019-05-21 12:00:00,42.26018092134454,-91.95737689942247,4.61,273.6,16.87,320.6,20.35,-35.3,77.5,1015.9,4.27,0.51,1.73,1410.5,-9.7,29.56,6.45,1
2019-07-25 22:00:00,28.013749740016674,-87.1221211645358,4.0,76.0,24.61,230.3,16.79,-8.57,24.1,1021.3,34.26,0.578,-11.89,82.4,5.81,12.61,11.3,0
2019-10-09 20:00:00,42.03188638608438,-88.98773404029713,7.31,343.0,27.87,2.5,18.99,-28.59,87.7,1018.8,20.82,0.597,-11.81,1225.4,-6.39,23.38,20.01,1
2019-05-03 16:00:00,44.82907135685584,-94.98836846811615,10.97,282.1,10.71,251.8,14.15,-11.9,55.0,1006.9,4.56,0.193,-2.05,170.8,0.46,19.74,0.53,0
2019-08-16 00:00:00,39.53677662096475,-92.04542048754556,6.17,71.1,28.31,85.9,32.09,-25.88,61.6,1014.4,22.5,0.638,-45.1,1177.4,-6.9,29.04,17.26,0
2019-07-24 11:00:00,40.69539363649976,-91.43772860505517,1.37,201.0,33.0,20.6,5.92,-26.95,41.5,1021.3,12.77,0.874,-29.39,279.3,-2.19,10.24,31.8,0
2019-08-21 07:00:00,44.888305351177465,-82.39504011048872,13.59,40.7,11.94,251.0,22.96,-14.5,71.6,1020.3,37.98,0.684,-35.71,678.4,-0.8,19.87,0.54,1
2019-07-02 07:00:00,37.10962501051891,-80.78191691742082,7.75,130.1,27.37,272.2,11.0,-2.49,100.0,1019.5,7.75,0.281,-14.25,128.7,-4.81,11.52,12.56,0
2019-05-17 07:00:00,31.15772764032499,-82.13997275207007,8.36,237.5,33.08,237.4,15.37,-22.68,79.7,1010.7,27.39,0.765,-59.51,744.6,-12.0,15.21,19.26,1
2019-11-05 02:00:00,41.75061668152111,-85.6164395189604,5.81,118.8,25.73,131.5,16.93,-15.59,48.9,1027.5,27.78,0.146,-21.39,324.9,0.44,20.38,16.09,1
2019-11-03 10:00:00,37.28971555023263,-88.30014532788357,6.7,236.4,18.59,184.0,13.13,-13.97,16.2,1016.4,29.61,0.76,-38.35,135.8,-0.47,11.35,3.04,1
2019-09-26 09:00:00,36.62390847441913,-86.2147672906809,4.97,88.1,26.23,336.6,18.41,-15.79,44.7,1029.6,32.81,0.557,-22.28,363.0,-6.66,21.06,15.13,1
2019-08-03 22:00:00,30.072711110280764,-81.21781558534622,8.71,259.6,13.5,262.7,1.6,-11.9,46.3,1001.2,18.91,0.312,-20.1,11.2,0.87,7.88,1.4,0
2019-09-07 03:00:00,40.12668539165773,-95.00002529552336,4.57,129.5,17.5,181.7,9.27,-14.84,70.4,1010.0,11.03,0.271,9.65,175.4,-2.23,14.61,14.46,0
2019-05-09 08:00:00,26.633345517201924,-89.2975898465319,7.47,284.6,14.14,213.6,7.02,-32.41,43.6,1011.3,1.0,0.453,10.65,509.3,-5.1,15.82,0.74,0
2019-11-20 03:00:00,43.48574141589322,-86.20783961999184,8.91,49.2,9.22,334.0,11.45,-1.95,40.4,1021.3,26.87,0.377,-19.89,43.2,1.93,10.82,1.16,0
2019-09-07 08:00:00,31.516469215409693,-86.4150599735145,9.74,130.3,20.33,141.8,14.43,-11.05,51.1,1005.2,18.47,0.28,-0.42,158.7,1.74,13.95,14.39,0
2019-11-08 14:00:00,27.555493055799808,-94.95442080846327,9.1,167.0,22.43,36.7,19.96,-17.13,58.8,1005.1,39.05,0.307,-3.4,524.7,1.53,20.87,2.56,1
2019-08-11 06:00:00,33.84733066204838,-88.26536945220496,2.93,152.6,25.3,117.3,15.5,-24.99,51.9,1022.6,32.48,0.182,-15.04,623.3,-3.59,18.7,11.71,1
2019-09-29 21:00:00,25.849398185130664,-84.08173715159687,10.72,155.9,15.83,149.5,13.91,-18.65,49.8,1011.5,41.72,0.359,-13.71,362.2,-6.2,17.94,3.89,1
2019-06-03 12:00:00,38.69252388529932,-90.49842039899512,7.99,160.1,21.46,98.3,16.33,-6.26,26.0,1018.7,7.21,0.132,-10.84,62.3,0.18,14.64,12.42,1
2019-08-22 19:00:00,43.05411020890712,-84.1340384660253,6.92,356.0,20.63,190.4,15.11,-28.31,71.1,1004.7,13.42,0.709,-47.82,878.5,-12.0,19.7,9.29,1
2019-08-24 13:00:00,41.74526014277018,-92.80234804490891,7.26,69.5,11.27,109.7,17.4,-23.39,34.1,1020.0,30.37,0.355,3.98,401.1,0.61,19.16,2.39,1
2019-07-05 10:00:00,27.547389468957622,-81.22479745672481,5.52,276.7,16.44,37.1,17.66,-15.85,82.8,1021.5,41.02,0.602,-43.38,593.2,-5.06,20.03,9.16,1
2019-08-21 02:00:00,27.52542274215464,-89.32143119001798,4.6,198.6,26.03,67.7,14.54,-31.07,87.8,1025.7,54.04,0.346,-7.84,1163.5,-7.58,23.12,10.1,1
2019-10-08 00:00:00,41.268689646485285,-88.08104098414772,4.89,148.9,20.78,330.5,8.97,-24.71,29.2,1003.0,30.17,0.458,-14.49,216.9,1.8,11.79,17.4,0
2019-06-12 20:00:00,43.48508549206232,-99.37276862390823,9.86,228.1,19.86,226.7,19.66,-17.76,100.0,1001.0,25.36,0.028,-35.96,888.3,-6.47,19.94,6.92,1
2019-05-21 22:00:00,34.21339659666978,-96.59461725742811,6.24,307.3,27.14,113.2,25.85,-39.51,87.5,1012.1,35.27,0.301,-2.48,2001.4,-12.0,30.26,16.87,1
2019-11-04 05:00:00,34.97942233827532,-87.34132239057911,6.85,168.0,38.52,132.1,12.58,-17.41,64.2,1025.1,17.57,0.478,-12.21,321.8,-2.01,14.77,28.84,0
2019-06-06 06:00:00,31.365240827714516,-91.60259256435458,6.18,311.3,18.06,177.6,19.23,-28.15,35.3,1004.1,15.5,0.39,-18.61,553.8,-0.47,19.11,11.1,0
2019-11-04 00:00:00,42.88530236512828,-89.8367241908365,4.0,33.8,21.97,242.3,16.89,-3.17,5.0,1002.2,31.9,0.202,-10.38,7.0,-1.51,10.5,8.83,1
2019-05-09 14:00:00,37.89805810584712,-98.74057182532599,0.44,235.1,12.87,209.6,24.06,-20.54,60.1,1008.0,33.46,0.343,-19.05,743.4,-2.19,17.77,3.67,1
2019-07-01 20:00:00,30.76503154334737,-83.31729523179231,8.31,119.9,37.16,335.8,13.93,-7.62,63.2,1014.9,24.51,0.424,7.2,70.8,2.69,19.5,31.13,1
2019-06-05 23:00:00,30.97565742108503,-84.30988795407566,7.99,139.2,15.68,225.3,18.49,-11.14,82.2,1014.2,14.89,0.105,1.33,421.9,-4.1,20.78,1.27,1
2019-08-25 06:00:00,42.82400146127205,-96.29292048556302,5.97,205.6,5.54,327.9,19.13,-22.89,10.9,1004.1,37.11,0.327,-2.33,132.6,0.52,15.98,11.4,0
2019-05-24 11:00:00,25.272680478116428,-87.31341285485242,2.73,172.8,24.97,2.0,21.78,-11.48,84.7,1005.7,9.0,0.789,-95.88,687.2,-9.67,21.73,8.79,1
2019-10-22 15:00:00,31.45453145453277,-83.63369576691457,11.46,137.4,7.12,320.6,12.29,2.0,88.2,1012.1,26.34,0.698,-50.87,7.3,-5.14,15.65,5.58,1
2019-07-13 05:00:00,36.08713362432738,-87.182917271688,4.98,111.0,30.36,259.7,22.13,-14.5,70.7,1005.5,29.73,0.292,-20.82,621.8,-4.3,19.78,15.74,1
2019-07-09 22:00:00,27.964349241986493,-93.7920380940831,6.74,222.6,24.71,62.0,16.27,-18.55,26.2,1002.5,17.7,0.103,-10.2,232.0,0.0,16.83,11.28,0
2019-09-13 02:00:00,26.841975083991795,-86.87777699043666,3.89,182.0,11.78,94.7,23.6,-11.19,54.2,1018.3,42.61,0.412,-15.64,443.8,-0.26,20.04,2.33,1
2019-11-10 04:00:00,41.3055266218112,-95.79076504633575,1.95,116.4,25.36,195.4,17.22,-10.16,31.2,1007.2,24.05,0.365,-9.9,178.1,1.98,13.46,20.27,0
2019-06-14 03:00:00,42.888087772970145,-93.63490005441159,7.77,73.8,17.33,45.0,28.77,-18.7,27.2,1008.0,19.58,0.451,-0.89,453.5,-1.55,19.86,7.64,0
2019-07-11 18:00:00,41.47212841596379,-95.19860693785643,1.5,278.8,23.41,282.7,8.73,-44.04,30.8,1009.5,1.0,0.896,-40.22,518.9,1.42,13.71,21.68,1
2019-09-16 02:00:00,42.975757794746954,-88.86149795219586,6.69,287.9,9.75,284.8,23.8,-23.91,65.5,1015.9,62.93,0.562,-13.57,1078.2,-6.07,25.14,5.61,1
2019-09-09 13:00:00,36.06223942116743,-97.83546706468903,6.7,77.0,9.26,108.3,22.19,-28.04,39.2,1013.6,23.23,0.054,-18.87,614.7,-3.85,20.92,5.16,1
2019-08-18 09:00:00,41.24516241980684,-81.33379239303324,2.64,94.2,22.54,25.1,23.23,-15.23,54.1,1007.4,6.11,0.638,-27.49,561.0,-3.64,20.52,5.73,1
2019-08-22 17:00:00,32.68085276782201,-93.32975292674266,2.11,86.1,35.07,356.0,27.37,-3.24,76.7,1011.6,13.35,0.519,1.37,408.3,3.14,19.96,32.45,1
2019-07-06 13:00:00,38.325357229580774,-95.62059745788397,3.69,318.4,14.84,90.3,7.41,-10.12,59.9,1010.9,38.47,0.323,-6.1,54.7,1.98,10.97,9.41,0
2019-09-05 12:00:00,44.77671062778329,-90.06900372796338,4.12,278.7,14.23,24.3,35.17,-19.98,50.1,1027.5,12.81,0.207,4.89,950.8,-6.68,29.01,3.09,1
2019-08-21 05:00:00,29.51455447678255,-94.46004363090567,1.41,26.8,17.29,118.8,23.63,-12.38,56.4,1012.8,29.71,0.462,-15.32,456.5,-1.78,21.82,2.05,1
2019-11-20 19:00:00,32.79799492582161,-89.30191827234711,2.62,299.8,9.41,348.8,33.51,-15.2,100.0,1004.8,32.2,0.269,-33.73,1449.8,-9.57,28.91,5.91,1
2019-09-29 03:00:00,34.60094754620171,-93.02981700435829,6.23,13.3,24.42,285.5,33.06,-9.79,92.3,997.1,20.84,0.407,-4.34,1078.8,-11.19,27.24,21.13,1
2019-06-26 19:00:00,27.760309740401034,-97.35866378461918,11.97,91.2,27.22,172.9,23.0,-9.24,5.0,1022.5,16.3,0.555,-20.95,88.3,1.32,16.29,14.28,0
2019-07-22 13:00:00,26.620772209301137,-94.68209515945476,9.02,330.8,23.86,109.9,21.8,-1.98,47.9,1012.2,27.66,0.315,4.91,120.7,-2.88,15.09,8.41,1
2019-07-09 07:00:00,41.59445732643249,-91.23120310076949,6.48,311.2,18.64,152.4,25.25,-16.39,60.4,1016.2,31.73,0.387,-21.13,693.0,-7.2,24.76,6.03,1
2019-07-03 17:00:00,44.53588745655172,-99.39413547040749,9.39,281.3,11.8,6.3,4.03,-32.98,100.0,1020.8,5.79,0.595,-10.89,868.9,-8.93,17.54,8.05,1
2019-07-24 22:00:00,33.09450127659318,-84.58714945970476,9.47,164.7,36.51,258.6,19.38,-28.25,55.4,1005.5,1.0,0.158,-5.05,846.6,-9.65,19.94,30.92,1
2019-09-15 14:00:00,26.752996723893066,-87.56350870819168,5.09,115.7,13.14,35.9,26.78,-14.83,49.9,1005.2,38.54,0.177,-6.44,557.7,-6.89,23.21,4.97,1
2019-08-02 05:00:00,26.31623521381153,-87.97280785443292,6.77,317.4,12.95,186.9,30.7,-17.69,54.0,1013.6,31.97,0.351,-10.83,792.5,-4.03,28.1,1.41,1
2019-06-24 10:00:00,42.82636412720598,-89.07900136234468,8.93,236.5,5.67,203.7,17.8,-7.78,57.1,1036.1,28.83,0.301,-12.38,182.6,-0.58,17.61,6.0,1
2019-10-15 21:00:00,34.2762849945536,-88.19373655349862,9.34,106.4,8.63,0.6,22.52,-4.63,65.4,1005.8,15.93,0.294,0.88,295.3,-4.4,19.25,9.64,0
2019-08-20 11:00:00,31.40054633124784,-81.3069609458556,9.37,166.8,22.8,352.8,24.01,-14.64,69.1,1007.8,38.47,0.244,-12.57,713.4,-6.15,22.0,12.54,0
